CUSTOMER_ID,TRUCK_ID,TEMPERATURE,HUMIDITY,LOAD_TYPE,LON,LAT,TIMESTAMP
C0009,TRC00091,19,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:02
C0010,TRC00091,19,27,FOOD,-80.004,35.9558,2019-02-13 11:40:02
C0001,TRC00092,2,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:02
C0002,TRC00092,23,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:02
C0003,TRC00092,31,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:02
C0004,TRC00092,16,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:02
C0005,TRC00092,13,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:02
C0006,TRC00092,24,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:02
C0007,TRC00092,6,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:02
C0008,TRC00092,29,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:02
C0009,TRC00092,15,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:02
C0010,TRC00092,9,34,MEDICAL,-80.005,32.8477,2019-02-13 11:40:02
C0001,TRC00093,32,68,MEDICAL,-80.0057,32.8091,2019-02-13 11:40:02
C0002,TRC00093,6,70,MEDICAL,-80.0013,32.9683,2019-02-13 11:40:02
C0003,TRC00093,2,35,ELECTRONICS,-80.0084,32.7859,2019-02-13 11:40:02
C0004,TRC00093,21,30,MEDICAL,-80.0094,35.9622,2019-02-13 11:40:02
C0005,TRC00093,4,53,FOOD,-80.01,36.0059,2019-02-13 11:40:02
C0006,TRC00093,22,58,FOOD,-86.5783,36.7221,2019-02-13 11:40:02
C0007,TRC00093,24,48,MEDICAL,-86.5574,36.6682,2019-02-13 11:40:02
C0008,TRC00093,2,29,ELECTRONICS,-86.5225,36.6037,2019-02-13 11:40:02
C0009,TRC00093,29,56,FOOD,-86.5146,36.5733,2019-02-13 11:40:02
C0010,TRC00093,25,72,MEDICAL,-86.7831,36.0424,2019-02-13 11:40:02
C0001,TRC00094,29,73,ELECTRONICS,-86.0422,36.525,2019-02-13 11:40:02
C0002,TRC00094,16,31,FOOD,-86.5116,36.1832,2019-02-13 11:40:02
C0003,TRC00094,3,74,MEDICAL,-86.4364,36.391,2019-02-13 11:40:02
C0004,TRC00094,10,70,ELECTRONICS,-86.5122,36.1891,2019-02-13 11:40:02
C0005,TRC00094,24,59,FOOD,-86.4458,36.3926,2019-02-13 11:40:02
C0006,TRC00094,20,42,MEDICAL,-86.5149,36.1917,2019-02-13 11:40:02
C0007,TRC00094,1,31,ELECTRONICS,-86.5122,36.1798,2019-02-13 11:40:02
C0008,TRC00094,16,56,FOOD,-86.446,36.3889,2019-02-13 11:40:02
C0009,TRC00094,7,57,MEDICAL,-86.5181,36.2046,2019-02-13 11:40:02
C0010,TRC00094,17,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:02
C0001,TRC00095,22,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:02
C0002,TRC00095,12,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:02
C0003,TRC00095,27,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:02
C0004,TRC00095,28,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:02
C0005,TRC00095,3,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:02
C0006,TRC00095,6,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:02
C0007,TRC00095,4,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:02
C0008,TRC00095,11,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:02
C0009,TRC00095,31,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:02
C0010,TRC00095,15,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:02
C0001,TRC00096,24,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:02
C0002,TRC00096,25,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:02
C0003,TRC00096,20,57,FOOD,-86.6319,36.302,2019-02-13 11:40:02
C0004,TRC00096,1,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:02
C0005,TRC00096,33,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:02
C0006,TRC00096,12,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:02
C0007,TRC00096,9,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:02
C0008,TRC00096,29,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:02
C0009,TRC00096,30,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:02
C0010,TRC00096,13,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:02
C0001,TRC00097,17,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:02
C0002,TRC00097,17,42,FOOD,-85.462,35.9253,2019-02-13 11:40:02
C0003,TRC00097,16,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:02
C0004,TRC00097,8,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:02
C0005,TRC00097,25,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:02
C0006,TRC00097,19,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:02
C0007,TRC00097,17,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:02
C0008,TRC00097,27,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:02
C0009,TRC00097,12,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:02
C0010,TRC00097,10,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:02
C0001,TRC00098,2,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:02
C0002,TRC00098,17,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:02
C0003,TRC00098,27,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:02
C0004,TRC00098,15,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:02
C0005,TRC00098,4,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:02
C0006,TRC00098,31,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:02
C0007,TRC00098,28,24,FOOD,-86.703,36.2978,2019-02-13 11:40:02
C0008,TRC00098,16,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:02
C0009,TRC00098,27,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:02
C0010,TRC00098,26,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:02
C0001,TRC00099,28,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:02
C0002,TRC00099,20,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:02
C0003,TRC00099,32,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:02
C0004,TRC00099,25,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:02
C0005,TRC00099,33,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:02
C0006,TRC00099,16,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:02
C0007,TRC00099,30,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:02
C0008,TRC00099,4,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:02
C0009,TRC00099,31,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:02
C0010,TRC00099,22,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:02
C0001,TRC00100,30,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:02
C0002,TRC00100,6,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:02
C0003,TRC00100,12,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:02
C0004,TRC00100,10,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:02
C0005,TRC00100,16,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:02
C0006,TRC00100,12,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:02
C0007,TRC00100,23,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:02
C0008,TRC00100,32,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:02
C0009,TRC00100,4,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:02
C0010,TRC00100,10,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:02
C0001,TRC00001,29,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:03
C0002,TRC00001,33,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:03
C0003,TRC00001,26,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:03
C0004,TRC00001,19,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:03
C0005,TRC00001,12,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:03
C0006,TRC00001,33,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:03
C0007,TRC00001,23,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:03
C0008,TRC00001,25,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:03
C0009,TRC00001,13,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:03
C0010,TRC00001,32,27,FOOD,-80.004,35.9558,2019-02-13 11:40:03
C0001,TRC00002,18,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:03
C0002,TRC00002,13,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:03
C0003,TRC00002,21,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:03
C0004,TRC00002,6,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:03
C0005,TRC00002,18,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:03
C0006,TRC00002,14,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:03
C0007,TRC00002,11,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:03
C0008,TRC00002,6,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:03
C0009,TRC00002,12,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:03
C0010,TRC00002,10,34,MEDICAL,-80.005,32.8477,2019-02-13 11:40:03
C0001,TRC00003,12,68,MEDICAL,-80.0057,32.8091,2019-02-13 11:40:03
C0002,TRC00003,30,70,MEDICAL,-80.0013,32.9683,2019-02-13 11:40:03
C0003,TRC00003,29,35,ELECTRONICS,-80.0084,32.7859,2019-02-13 11:40:03
C0004,TRC00003,9,30,MEDICAL,-80.0094,35.9622,2019-02-13 11:40:03
C0005,TRC00003,21,53,FOOD,-80.01,36.0059,2019-02-13 11:40:03
C0006,TRC00003,34,58,FOOD,-86.5783,36.7221,2019-02-13 11:40:03
C0007,TRC00003,23,48,MEDICAL,-86.5574,36.6682,2019-02-13 11:40:03
C0008,TRC00003,20,29,ELECTRONICS,-86.5225,36.6037,2019-02-13 11:40:03
C0009,TRC00003,21,56,FOOD,-86.5146,36.5733,2019-02-13 11:40:03
C0010,TRC00003,19,72,MEDICAL,-86.7831,36.0424,2019-02-13 11:40:03
C0001,TRC00004,32,73,ELECTRONICS,-86.0422,36.525,2019-02-13 11:40:03
C0002,TRC00004,23,31,FOOD,-86.5116,36.1832,2019-02-13 11:40:03
C0003,TRC00004,5,74,MEDICAL,-86.4364,36.391,2019-02-13 11:40:03
C0004,TRC00004,11,70,ELECTRONICS,-86.5122,36.1891,2019-02-13 11:40:03
C0005,TRC00004,28,59,FOOD,-86.4458,36.3926,2019-02-13 11:40:03
C0006,TRC00004,33,42,MEDICAL,-86.5149,36.1917,2019-02-13 11:40:03
C0007,TRC00004,16,31,ELECTRONICS,-86.5122,36.1798,2019-02-13 11:40:03
C0008,TRC00004,9,56,FOOD,-86.446,36.3889,2019-02-13 11:40:03
C0009,TRC00004,17,57,MEDICAL,-86.5181,36.2046,2019-02-13 11:40:03
C0010,TRC00004,2,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:03
C0001,TRC00005,10,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:03
C0002,TRC00005,16,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:03
C0003,TRC00005,23,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:03
C0004,TRC00005,20,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:03
C0005,TRC00005,25,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:03
C0006,TRC00005,14,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:03
C0007,TRC00005,31,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:03
C0008,TRC00005,27,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:03
C0009,TRC00005,11,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:03
C0010,TRC00005,19,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:03
C0001,TRC00006,27,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:03
C0002,TRC00006,3,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:03
C0003,TRC00006,5,57,FOOD,-86.6319,36.302,2019-02-13 11:40:03
C0004,TRC00006,16,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:03
C0005,TRC00006,17,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:03
C0006,TRC00006,11,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:03
C0007,TRC00006,17,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:03
C0008,TRC00006,21,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:03
C0009,TRC00006,2,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:03
C0010,TRC00006,2,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:03
C0001,TRC00007,1,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:03
C0002,TRC00007,21,42,FOOD,-85.462,35.9253,2019-02-13 11:40:03
C0003,TRC00007,22,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:03
C0004,TRC00007,17,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:03
C0005,TRC00007,26,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:03
C0006,TRC00007,6,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:03
C0007,TRC00007,15,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:03
C0008,TRC00007,8,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:03
C0009,TRC00007,1,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:03
C0010,TRC00007,13,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:03
C0001,TRC00008,13,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:03
C0002,TRC00008,24,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:03
C0003,TRC00008,16,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:03
C0004,TRC00008,5,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:03
C0005,TRC00008,28,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:03
C0006,TRC00008,31,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:03
C0007,TRC00008,1,24,FOOD,-86.703,36.2978,2019-02-13 11:40:03
C0008,TRC00008,26,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:03
C0009,TRC00008,12,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:03
C0010,TRC00008,29,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:03
C0001,TRC00009,6,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:03
C0002,TRC00009,21,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:03
C0003,TRC00009,7,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:03
C0004,TRC00009,13,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:03
C0005,TRC00009,7,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:03
C0006,TRC00009,16,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:03
C0007,TRC00009,2,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:03
C0008,TRC00009,23,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:03
C0009,TRC00009,34,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:03
C0010,TRC00009,12,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:03
C0001,TRC00010,31,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:03
C0002,TRC00010,27,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:03
C0003,TRC00010,27,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:03
C0004,TRC00010,18,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:03
C0005,TRC00010,17,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:03
C0006,TRC00010,32,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:03
C0007,TRC00010,1,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:03
C0008,TRC00010,16,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:03
C0009,TRC00010,10,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:03
C0010,TRC00010,33,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:03
C0001,TRC00011,12,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:03
C0002,TRC00011,26,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:03
C0003,TRC00011,26,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:03
C0004,TRC00011,24,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:03
C0005,TRC00011,11,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:03
C0006,TRC00011,31,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:03
C0007,TRC00011,30,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:03
C0008,TRC00011,17,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:03
C0009,TRC00011,14,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:03
C0010,TRC00011,14,27,FOOD,-80.004,35.9558,2019-02-13 11:40:03
C0001,TRC00012,33,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:03
C0002,TRC00012,17,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:03
C0003,TRC00012,17,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:03
C0004,TRC00012,3,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:03
C0005,TRC00012,23,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:03
C0006,TRC00012,19,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:03
C0007,TRC00012,17,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:03
C0008,TRC00012,29,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:03
C0009,TRC00012,29,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:03
C0010,TRC00012,31,34,MEDICAL,-80.005,32.8477,2019-02-13 11:40:03
C0001,TRC00013,5,68,MEDICAL,-80.0057,32.8091,2019-02-13 11:40:03
C0002,TRC00013,3,70,MEDICAL,-80.0013,32.9683,2019-02-13 11:40:03
C0003,TRC00013,7,35,ELECTRONICS,-80.0084,32.7859,2019-02-13 11:40:03
C0004,TRC00013,18,30,MEDICAL,-80.0094,35.9622,2019-02-13 11:40:03
C0005,TRC00013,6,53,FOOD,-80.01,36.0059,2019-02-13 11:40:03
C0006,TRC00013,20,58,FOOD,-86.5783,36.7221,2019-02-13 11:40:03
C0007,TRC00013,17,48,MEDICAL,-86.5574,36.6682,2019-02-13 11:40:03
C0008,TRC00013,1,29,ELECTRONICS,-86.5225,36.6037,2019-02-13 11:40:03
C0009,TRC00013,21,56,FOOD,-86.5146,36.5733,2019-02-13 11:40:03
C0010,TRC00013,25,72,MEDICAL,-86.7831,36.0424,2019-02-13 11:40:03
C0001,TRC00014,26,73,ELECTRONICS,-86.0422,36.525,2019-02-13 11:40:03
C0002,TRC00014,30,31,FOOD,-86.5116,36.1832,2019-02-13 11:40:03
C0003,TRC00014,30,74,MEDICAL,-86.4364,36.391,2019-02-13 11:40:03
C0004,TRC00014,28,70,ELECTRONICS,-86.5122,36.1891,2019-02-13 11:40:03
C0005,TRC00014,28,59,FOOD,-86.4458,36.3926,2019-02-13 11:40:03
C0006,TRC00014,27,42,MEDICAL,-86.5149,36.1917,2019-02-13 11:40:03
C0007,TRC00014,29,31,ELECTRONICS,-86.5122,36.1798,2019-02-13 11:40:03
C0008,TRC00014,14,56,FOOD,-86.446,36.3889,2019-02-13 11:40:03
C0009,TRC00014,18,57,MEDICAL,-86.5181,36.2046,2019-02-13 11:40:03
C0010,TRC00014,15,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:03
C0001,TRC00015,24,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:03
C0002,TRC00015,25,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:03
C0003,TRC00015,27,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:03
C0004,TRC00015,26,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:03
C0005,TRC00015,21,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:03
C0006,TRC00015,20,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:03
C0007,TRC00015,33,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:03
C0008,TRC00015,9,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:03
C0009,TRC00015,7,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:03
C0010,TRC00015,28,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:03
C0001,TRC00016,5,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:03
C0002,TRC00016,33,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:03
C0003,TRC00016,14,57,FOOD,-86.6319,36.302,2019-02-13 11:40:03
C0004,TRC00016,10,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:03
C0005,TRC00016,17,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:03
C0006,TRC00016,13,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:03
C0007,TRC00016,3,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:03
C0008,TRC00016,15,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:03
C0009,TRC00016,9,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:03
C0010,TRC00016,9,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:03
C0001,TRC00017,17,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:03
C0002,TRC00017,30,42,FOOD,-85.462,35.9253,2019-02-13 11:40:03
C0003,TRC00017,30,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:03
C0004,TRC00017,31,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:03
C0005,TRC00017,27,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:03
C0006,TRC00017,4,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:03
C0007,TRC00017,23,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:03
C0008,TRC00017,1,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:03
C0009,TRC00017,26,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:03
C0010,TRC00017,32,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:03
C0001,TRC00018,15,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:03
C0002,TRC00018,8,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:03
C0003,TRC00018,28,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:03
C0004,TRC00018,7,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:03
C0005,TRC00018,8,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:03
C0006,TRC00018,32,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:03
C0007,TRC00018,14,24,FOOD,-86.703,36.2978,2019-02-13 11:40:03
C0008,TRC00018,13,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:03
C0009,TRC00018,21,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:03
C0010,TRC00018,13,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:03
C0001,TRC00019,25,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:03
C0002,TRC00019,28,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:03
C0003,TRC00019,30,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:03
C0004,TRC00019,14,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:03
C0005,TRC00019,29,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:03
C0006,TRC00019,8,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:03
C0007,TRC00019,10,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:03
C0008,TRC00019,33,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:03
C0009,TRC00019,22,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:03
C0010,TRC00019,3,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:03
C0001,TRC00020,30,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:03
C0002,TRC00020,24,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:03
C0003,TRC00020,6,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:03
C0004,TRC00020,18,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:03
C0005,TRC00020,33,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:03
C0006,TRC00020,27,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:03
C0007,TRC00020,12,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:03
C0008,TRC00020,34,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:03
C0009,TRC00020,33,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:03
C0010,TRC00020,4,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:03
C0001,TRC00021,11,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:03
C0002,TRC00021,23,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:03
C0003,TRC00021,19,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:03
C0004,TRC00021,32,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:03
C0005,TRC00021,32,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:03
C0006,TRC00021,23,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:03
C0007,TRC00021,32,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:03
C0008,TRC00021,1,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:03
C0009,TRC00021,20,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:03
C0010,TRC00021,15,27,FOOD,-80.004,35.9558,2019-02-13 11:40:03
C0001,TRC00022,12,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:03
C0002,TRC00022,32,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:03
C0003,TRC00022,24,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:03
C0004,TRC00022,24,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:03
C0005,TRC00022,30,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:03
C0006,TRC00022,30,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:03
C0007,TRC00022,14,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:03
C0008,TRC00022,33,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:03
C0009,TRC00022,23,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:03
