WAREHOUSE_ID,WAREHOUSE_TYPE,LON,LAT
W3016,FOOD,-86,33
W3017,FOOD,-89,31
W3018,FOOD,-101,35
W3019,FOOD,-101,38
W3020,FOOD,-83,32
W3021,FOOD,-95,33
W3022,FOOD,-83,35
W3023,FOOD,-101,40
W3024,FOOD,-102,35
W3025,FOOD,-94,33
W3026,FOOD,-103,38
W3027,FOOD,-102,40
W3028,FOOD,-81,39
W3029,FOOD,-99,37
W3030,FOOD,-96,35
W3031,FOOD,-91,36
W3032,FOOD,-87,33
W3033,FOOD,-88,40
W3034,FOOD,-85,37
W3035,FOOD,-85,37
W3036,FOOD,-82,40
W3037,FOOD,-79,40
W3038,FOOD,-101,31
W3039,FOOD,-84,31
W3040,FOOD,-86,32
W3041,FOOD,-97,34
W3042,FOOD,-90,38
W3043,FOOD,-98,33
W3044,FOOD,-102,33
W3045,FOOD,-100,35
W3046,FOOD,-102,36
W3047,FOOD,-102,39
W3048,FOOD,-102,35
W3049,FOOD,-96,35
W3050,FOOD,-88,37
W3051,FOOD,-79,37
W3052,FOOD,-90,35
W3053,FOOD,-97,36
W3054,FOOD,-81,35
W3055,FOOD,-93,38
W3056,FOOD,-95,33
W3057,FOOD,-95,32
W3058,FOOD,-97,39
W3059,FOOD,-103,39
W3060,FOOD,-93,32
W3061,FOOD,-95,33
W3062,FOOD,-88,38
W3063,FOOD,-95,36
W3064,FOOD,-82,38
W3065,FOOD,-91,38
W3066,FOOD,-85,37
W3067,FOOD,-95,33
W3068,FOOD,-92,40
W3069,FOOD,-98,40
W3070,FOOD,-82,38
W3071,FOOD,-80,37
W3072,FOOD,-90,38
W3073,FOOD,-93,31
W3074,FOOD,-91,32
W3075,FOOD,-98,33
W3076,FOOD,-101,39
W3077,FOOD,-85,35
W3078,FOOD,-79,36
W3079,FOOD,-90,37
W3080,FOOD,-79,37
W3081,FOOD,-99,37
W3082,FOOD,-95,32
W3083,FOOD,-82,38
W3084,FOOD,-100,40
W3085,FOOD,-80,31
W3086,FOOD,-88,32
W3087,FOOD,-97,34
W3088,FOOD,-84,31
W3089,FOOD,-99,32
W3090,FOOD,-82,35
W3091,FOOD,-80,33
W3092,FOOD,-99,37
W3093,FOOD,-97,35
W3094,FOOD,-87,32
W3095,FOOD,-101,34
W3096,FOOD,-102,37
W3097,FOOD,-94,38
W3098,FOOD,-82,34
W3099,FOOD,-83,39
W3100,FOOD,-98,31
W3101,FOOD,-92,31
W3102,FOOD,-79,37
W3103,FOOD,-86,33
W3104,FOOD,-102,38
W3105,FOOD,-86,39
W3106,FOOD,-82,37
W3107,FOOD,-85,38
W3108,FOOD,-80,33
W3109,FOOD,-97,34
W3110,FOOD,-81,36
W3111,FOOD,-89,33
W3112,FOOD,-79,36
W3113,FOOD,-94,39
W3114,FOOD,-85,33
W3115,FOOD,-91,33
W3116,FOOD,-84,38
W3117,FOOD,-81,35
W3118,FOOD,-86,36
W3119,FOOD,-99,33
W3120,FOOD,-96,39
W3121,FOOD,-98,38
W3122,FOOD,-98,34
W3123,FOOD,-98,35
W3124,FOOD,-101,33
W3125,FOOD,-98,33
W3126,FOOD,-97,39
W3127,FOOD,-103,31
W3128,FOOD,-86,34
W3129,FOOD,-88,37
W3130,FOOD,-86,37
W3131,FOOD,-82,34
W3132,FOOD,-100,34
W3133,FOOD,-79,36
W3134,FOOD,-81,33
W3135,FOOD,-82,34
W3136,FOOD,-82,40
W3137,FOOD,-102,33
W3138,FOOD,-96,37
W3139,FOOD,-90,33
W3140,FOOD,-82,36
W3141,FOOD,-84,35
W3142,FOOD,-93,32
W3143,FOOD,-90,36
W3144,FOOD,-89,33
W3145,FOOD,-88,31
W3146,FOOD,-92,40
W3147,FOOD,-96,36
W3148,FOOD,-84,37
W3149,FOOD,-100,32
W3150,FOOD,-81,33
W3151,FOOD,-88,38
W3152,FOOD,-83,33
W3153,FOOD,-82,33
W3154,FOOD,-100,39
W3155,FOOD,-101,31
W3156,FOOD,-101,39
W3157,FOOD,-100,39
W3158,FOOD,-82,33
W3159,FOOD,-99,39
W3160,FOOD,-92,37
W3161,FOOD,-101,31
W3162,FOOD,-95,40
W3163,FOOD,-86,33
W3164,FOOD,-95,32
W3165,FOOD,-100,34
W3166,FOOD,-103,32
W3167,FOOD,-92,35
W3168,FOOD,-102,40
W3169,FOOD,-82,35
W3170,FOOD,-100,39
W3171,FOOD,-100,34
W3172,FOOD,-95,32
W3173,FOOD,-93,34
W3174,FOOD,-87,39
W3175,FOOD,-95,36
W3176,FOOD,-94,37
W3177,FOOD,-87,34
W3178,FOOD,-88,39
W3179,FOOD,-81,38
W3180,FOOD,-86,32
W3181,FOOD,-96,37
W3182,FOOD,-96,37
W3183,FOOD,-85,35
W3184,FOOD,-84,32
W3185,FOOD,-95,38
W3186,FOOD,-98,37
W3187,FOOD,-92,35
W3188,FOOD,-85,39
W3189,FOOD,-103,33
W3190,FOOD,-81,37
W3191,FOOD,-80,38
W3192,FOOD,-85,38
W3193,FOOD,-97,37
W3194,FOOD,-89,33
W3195,FOOD,-89,37
W3196,FOOD,-82,35
W3197,FOOD,-88,31
W3198,FOOD,-93,32
W3199,FOOD,-88,34
W3200,FOOD,-97,39
W3201,FOOD,-92,38
W3202,FOOD,-101,31
W3203,FOOD,-97,37
W3204,FOOD,-93,36
W3205,FOOD,-83,34
W3206,FOOD,-81,31
W3207,FOOD,-101,36
W3208,FOOD,-90,36
W3209,FOOD,-93,38
W3210,FOOD,-89,32
W3211,FOOD,-80,32
W3212,FOOD,-93,32
W3213,FOOD,-87,39
W3214,FOOD,-92,39
W3215,FOOD,-79,34
W3216,FOOD,-98,36
W3217,FOOD,-102,40
W3218,FOOD,-87,33
W3219,FOOD,-101,40
W3220,FOOD,-84,33
W3221,FOOD,-82,40
W3222,FOOD,-99,32
W3223,FOOD,-88,40
W3224,FOOD,-101,40
W3225,FOOD,-100,31
W3226,FOOD,-88,34
W3227,FOOD,-102,37
W3228,FOOD,-97,39
W3229,FOOD,-87,36
W3230,FOOD,-88,33
W3231,FOOD,-85,34
W3232,FOOD,-84,38
W3233,FOOD,-89,40
W3234,FOOD,-92,37
W3235,FOOD,-90,40
W3236,FOOD,-84,31
W3237,FOOD,-102,36
W3238,FOOD,-85,33
W3239,FOOD,-92,35
W3240,FOOD,-98,32
W3241,FOOD,-94,39
W3242,FOOD,-80,31
W3243,FOOD,-101,33
W3244,FOOD,-88,38
W3245,FOOD,-95,38
W3246,FOOD,-93,40
W3247,FOOD,-96,39
W3248,FOOD,-80,39
W3249,FOOD,-93,40
W3250,FOOD,-89,37
W3251,FOOD,-97,38
W3252,FOOD,-82,37
W3253,FOOD,-93,40
W3254,FOOD,-83,37
W3255,FOOD,-98,37
W3256,FOOD,-83,31
W3257,FOOD,-87,32
W3258,FOOD,-102,35
W3259,FOOD,-93,39
W3260,FOOD,-90,40
W3261,FOOD,-80,32
W3262,FOOD,-92,36
W3263,FOOD,-79,32
W3264,FOOD,-91,37
W3265,FOOD,-96,31
W3266,FOOD,-92,35
W3267,FOOD,-90,33
W3268,FOOD,-96,39
W3269,FOOD,-98,32
W3270,FOOD,-91,31
W3271,FOOD,-89,35
W3272,FOOD,-84,33
W3273,FOOD,-94,39
W3274,FOOD,-82,32
W3275,FOOD,-99,37
W3276,FOOD,-92,39
W3277,FOOD,-102,33
W3278,FOOD,-96,31
W3279,FOOD,-100,39
W3280,FOOD,-79,38
W3281,FOOD,-102,33
W3282,FOOD,-100,32
W3283,FOOD,-99,40
W3284,FOOD,-80,38
W3285,FOOD,-82,34
W3286,FOOD,-95,32
W3287,FOOD,-81,31
W3288,FOOD,-100,31
W3289,FOOD,-97,31
W3290,FOOD,-91,37
W3291,FOOD,-90,34
W3292,FOOD,-80,31
W3293,FOOD,-99,35
W3294,FOOD,-79,34
W3295,FOOD,-97,34
W3296,FOOD,-95,38
W3297,FOOD,-86,37
W3298,FOOD,-84,33
W3299,FOOD,-88,34
W3300,FOOD,-85,39
W3301,FOOD,-89,35
W3302,FOOD,-80,33
W3303,FOOD,-94,38
W3304,FOOD,-79,32
W3305,FOOD,-81,39
W3306,FOOD,-102,31
W3307,FOOD,-99,40
W3308,FOOD,-91,32
W3309,FOOD,-98,38
W3310,FOOD,-88,33
W3311,FOOD,-89,31
W3312,FOOD,-98,32
W3313,FOOD,-93,36
W3314,FOOD,-99,32
W3315,FOOD,-88,35
W3316,FOOD,-100,31
W3317,FOOD,-81,36
W3318,FOOD,-102,35
W3319,FOOD,-93,40
W3320,FOOD,-86,34
W3321,FOOD,-92,33
W3322,FOOD,-91,40
W3323,FOOD,-101,36
W3324,FOOD,-96,37
W3325,FOOD,-88,35
W3326,FOOD,-100,34
W3327,FOOD,-80,36
W3328,FOOD,-100,35
W3329,FOOD,-89,33
W3330,FOOD,-95,36
W3331,FOOD,-87,36
W3332,FOOD,-85,34
W3333,FOOD,-86,32
W3334,FOOD,-94,31
W3335,FOOD,-96,31
W3336,FOOD,-83,39
W3337,FOOD,-86,36
W3338,FOOD,-91,35
W3339,FOOD,-97,35
W3340,FOOD,-84,38
W3341,FOOD,-94,39
W3342,FOOD,-80,34
W3343,FOOD,-91,39
W3344,FOOD,-84,36
W3345,FOOD,-79,35
W3346,FOOD,-96,35
W3347,FOOD,-89,38
W3348,FOOD,-92,37
W3349,FOOD,-99,32
W3350,FOOD,-83,35
W3351,FOOD,-87,32
W3352,FOOD,-96,38
W3353,FOOD,-91,32
W3354,FOOD,-103,34
W3355,FOOD,-94,32
W3356,FOOD,-87,36
W3357,FOOD,-95,37
W3358,FOOD,-99,31
W3359,FOOD,-100,39
W3360,FOOD,-86,31
W3361,FOOD,-97,34
W3362,FOOD,-94,37
W3363,FOOD,-93,31
W3364,FOOD,-84,35
W3365,FOOD,-89,34
W3366,FOOD,-88,40
W3367,FOOD,-92,40
W3368,FOOD,-90,36
W3369,FOOD,-83,37
W3370,FOOD,-98,37
W3371,FOOD,-92,35
W3372,FOOD,-97,35
W3373,FOOD,-98,34
W3374,FOOD,-81,40
W3375,FOOD,-96,39
W3376,FOOD,-86,33
W3377,FOOD,-96,31
W3378,FOOD,-98,32
W3379,FOOD,-95,37
W3380,FOOD,-80,39
W3381,FOOD,-93,36
W3382,FOOD,-89,39
W3383,FOOD,-80,35
W3384,FOOD,-90,38
W3385,FOOD,-87,32
W3386,FOOD,-95,35
W3387,FOOD,-97,38
W3388,FOOD,-95,32
W3389,FOOD,-99,36
W3390,FOOD,-88,35
W3391,FOOD,-102,34
W3392,FOOD,-103,35
W3393,FOOD,-95,31
W3394,FOOD,-81,38
W3395,FOOD,-93,33
W3396,FOOD,-93,34
W3397,FOOD,-93,38
W3398,FOOD,-92,37
W3399,FOOD,-90,37
W3400,FOOD,-93,33
W3401,FOOD,-98,32
W3402,FOOD,-100,35
W3403,FOOD,-84,35
W3404,FOOD,-80,39
W3405,FOOD,-87,36
W3406,FOOD,-92,33
W3407,FOOD,-95,36
W3408,FOOD,-99,37
W3409,FOOD,-91,39
W3410,FOOD,-102,36
W3411,FOOD,-101,38
W3412,FOOD,-80,33
W3413,FOOD,-90,33
W3414,FOOD,-80,31
W3415,FOOD,-88,31
W3416,FOOD,-82,31
W3417,FOOD,-96,38
W3418,FOOD,-99,40
W3419,FOOD,-80,35
W3420,FOOD,-100,33
W3421,FOOD,-79,38
W3422,FOOD,-100,36
W3423,FOOD,-86,37
W3424,FOOD,-94,40
W3425,FOOD,-98,39
W3426,FOOD,-87,35
W3427,FOOD,-93,34
W3428,FOOD,-88,32
W3429,FOOD,-99,33
W3430,FOOD,-95,38
W3431,FOOD,-90,38
W3432,FOOD,-88,33
W3433,FOOD,-98,40
W3434,FOOD,-95,34
W3435,FOOD,-94,31
W3436,FOOD,-96,33
W3437,FOOD,-95,32
W3438,FOOD,-97,36
W3439,FOOD,-95,37
W3440,FOOD,-87,35
W3441,FOOD,-98,37
W3442,FOOD,-87,37
W3443,FOOD,-99,31
W3444,FOOD,-103,36
W3445,FOOD,-80,35
W3446,FOOD,-102,35
W3447,FOOD,-96,36
W3448,FOOD,-84,35
W3449,FOOD,-97,35
W3450,FOOD,-86,38
W3451,FOOD,-92,36
W3452,FOOD,-101,33
W3453,FOOD,-101,32
W3454,FOOD,-97,34
W3455,FOOD,-88,31
W3456,FOOD,-81,36
W3457,FOOD,-89,34
W3458,FOOD,-92,36
W3459,FOOD,-93,36
W3460,FOOD,-96,33
W3461,FOOD,-99,40
W3462,FOOD,-85,32
W3463,FOOD,-102,40
W3464,FOOD,-79,36
W3465,FOOD,-83,31
W3466,FOOD,-97,31
W3467,FOOD,-101,35
W3468,FOOD,-100,33
W3469,FOOD,-94,36
W3470,FOOD,-87,39
W3471,FOOD,-94,38
W3472,FOOD,-89,34
W3473,FOOD,-97,31
W3474,FOOD,-100,32
W3475,FOOD,-100,32
W3476,FOOD,-86,34
W3477,FOOD,-92,34
W3478,FOOD,-93,33
W3479,FOOD,-98,38
W3480,FOOD,-101,35
W3481,FOOD,-91,36
W3482,FOOD,-88,34
W3483,FOOD,-98,34
W3484,FOOD,-83,31
W3485,FOOD,-100,39
W3486,FOOD,-94,35
W3487,FOOD,-94,31
W3488,FOOD,-94,33
W3489,FOOD,-99,38
W3490,FOOD,-92,36
W3491,FOOD,-88,31
W3492,FOOD,-98,37
W3493,FOOD,-92,35
W3494,FOOD,-83,31
W3495,FOOD,-86,38
W3496,FOOD,-91,33
W3497,FOOD,-96,32
W3498,FOOD,-90,34
W3499,FOOD,-103,39
W3500,FOOD,-86,38
W3501,FOOD,-100,37
W3502,FOOD,-84,38
W3503,FOOD,-102,39
W3504,FOOD,-102,35
W3505,FOOD,-99,35
W3506,FOOD,-87,35
W3507,FOOD,-95,32
W3508,FOOD,-85,34
W3509,FOOD,-87,34
W3510,FOOD,-93,37
W3511,FOOD,-87,40
W3512,FOOD,-93,33
W3513,FOOD,-87,39
W3514,FOOD,-93,32
W3515,FOOD,-102,31
W3516,FOOD,-97,36
W3517,FOOD,-82,32
W3518,FOOD,-100,35
W3519,FOOD,-99,39
W3520,FOOD,-91,34
W3521,FOOD,-89,31
W3522,FOOD,-94,38
W3523,FOOD,-82,38
W3524,FOOD,-87,38
W3525,FOOD,-97,31
W3526,FOOD,-89,34
W3527,FOOD,-86,36
W3528,FOOD,-93,34
W3529,FOOD,-95,38
W3530,FOOD,-103,35
W3531,FOOD,-102,38
W3532,FOOD,-100,33
W3533,FOOD,-95,33
W3534,FOOD,-80,31
W3535,FOOD,-85,34
W3536,FOOD,-85,38
W3537,FOOD,-99,40
W3538,FOOD,-88,35
W3539,FOOD,-85,38
W3540,FOOD,-93,35
W3541,FOOD,-98,33
W3542,FOOD,-84,37
W3543,FOOD,-91,34
W3544,FOOD,-98,39
W3545,FOOD,-91,40
W3546,FOOD,-99,40
W3547,FOOD,-98,31
W3548,FOOD,-101,39
W3549,FOOD,-87,35
W3550,FOOD,-103,37
W3551,FOOD,-103,36
W3552,FOOD,-103,32
W3553,FOOD,-96,33
W3554,FOOD,-94,37
W3555,FOOD,-86,33
W3556,FOOD,-94,37
W3557,FOOD,-99,36
W3558,FOOD,-96,39
W3559,FOOD,-91,33
W3560,FOOD,-100,40
W3561,FOOD,-101,32
W3562,FOOD,-84,31
W3563,FOOD,-99,38
W3564,FOOD,-90,38
W3565,FOOD,-82,40
W3566,FOOD,-86,32
W3567,FOOD,-94,40
W3568,FOOD,-82,40
W3569,FOOD,-81,35
W3570,FOOD,-93,34
W3571,FOOD,-86,37
W3572,FOOD,-92,31
W3573,FOOD,-81,35
W3574,FOOD,-84,36
W3575,FOOD,-93,32
W3576,FOOD,-90,33
W3577,FOOD,-100,39
W3578,FOOD,-102,33
W3579,FOOD,-85,31
W3580,FOOD,-102,36
W3581,FOOD,-91,38
W3582,FOOD,-95,31
W3583,FOOD,-98,32
W3584,FOOD,-101,35
W3585,FOOD,-96,31
W3586,FOOD,-80,38
W3587,FOOD,-97,33
W3588,FOOD,-90,37
W3589,FOOD,-79,32
W3590,FOOD,-80,38
W3591,FOOD,-82,31
W3592,FOOD,-101,38
W3593,FOOD,-84,37
W3594,FOOD,-95,32
W3595,FOOD,-87,32
W3596,FOOD,-103,34
W3597,FOOD,-79,32
W3598,FOOD,-89,35
W3599,FOOD,-95,37
W3600,FOOD,-84,35
W3601,FOOD,-86,35
W3602,FOOD,-88,34
W3603,FOOD,-95,36
W3604,FOOD,-97,39
W3605,FOOD,-85,32
W3606,FOOD,-87,32
W3607,FOOD,-86,40
W3608,FOOD,-82,38
W3609,FOOD,-81,36
W3610,FOOD,-85,31
W3611,FOOD,-84,31
W3612,FOOD,-91,35
W3613,FOOD,-80,31
W3614,FOOD,-79,40
W3615,FOOD,-92,35
W3616,FOOD,-84,35
W3617,FOOD,-98,35
W3618,FOOD,-93,33
W3619,FOOD,-83,35
W3620,FOOD,-97,38
W3621,FOOD,-94,33
W3622,FOOD,-98,36
W3623,FOOD,-101,36
W3624,FOOD,-96,38
W3625,FOOD,-103,36
W3626,FOOD,-83,36
W3627,FOOD,-87,40
W3628,FOOD,-88,36
W3629,FOOD,-84,40
W3630,FOOD,-101,35
W3631,FOOD,-91,40
W3632,FOOD,-97,37
W3633,FOOD,-101,38
W3634,FOOD,-87,35
W3635,FOOD,-80,33
W3636,FOOD,-94,39
W3637,FOOD,-84,40
W3638,FOOD,-83,39
W3639,FOOD,-87,33
W3640,FOOD,-91,34
W3641,FOOD,-99,37
W3642,FOOD,-98,32
W3643,FOOD,-88,31
W3644,FOOD,-90,33
W3645,FOOD,-95,35
W3646,FOOD,-86,33
W3647,FOOD,-97,40
W3648,FOOD,-89,36
W3649,FOOD,-83,32
W3650,FOOD,-100,40
W3651,FOOD,-90,34
W3652,FOOD,-103,31
W3653,FOOD,-97,38
W3654,FOOD,-82,39
W3655,FOOD,-97,31
W3656,FOOD,-95,33
W3657,FOOD,-93,34
W3658,FOOD,-87,31
W3659,FOOD,-99,31
W3660,FOOD,-89,36
W3661,FOOD,-83,35
W3662,FOOD,-91,31
W3663,FOOD,-99,31
W3664,FOOD,-89,40
W3665,FOOD,-92,40
W3666,FOOD,-103,36
W3667,FOOD,-84,40
W3668,FOOD,-81,37
W3669,FOOD,-83,40
W3670,FOOD,-86,31
W3671,FOOD,-97,35
W3672,FOOD,-103,32
W3673,FOOD,-80,37
W3674,FOOD,-101,40
W3675,FOOD,-101,36
W3676,FOOD,-94,32
W3677,FOOD,-84,32
W3678,FOOD,-82,32
W3679,FOOD,-89,37
W3680,FOOD,-80,38
W3681,FOOD,-100,39
W3682,FOOD,-89,33
W3683,FOOD,-82,31
W3684,FOOD,-83,36
W3685,FOOD,-98,31
W3686,FOOD,-101,37
W3687,FOOD,-89,31
W3688,FOOD,-98,32
W3689,FOOD,-90,32
W3690,FOOD,-87,32
W3691,FOOD,-85,36
W3692,FOOD,-94,32
W3693,FOOD,-97,40
W3694,FOOD,-103,36
W3695,FOOD,-96,31
W3696,FOOD,-93,31
W3697,FOOD,-96,34
W3698,FOOD,-96,32
W3699,FOOD,-83,37
W3700,FOOD,-85,39
W3701,FOOD,-81,32
W3702,FOOD,-87,35
W3703,FOOD,-89,35
W3704,FOOD,-103,36
W3705,FOOD,-79,31
W3706,FOOD,-81,31
W3707,FOOD,-103,40
W3708,FOOD,-93,40
W3709,FOOD,-87,37
W3710,FOOD,-84,34
W3711,FOOD,-94,40
W3712,FOOD,-83,36
W3713,FOOD,-93,33
W3714,FOOD,-91,39
W3715,FOOD,-80,38
W3716,FOOD,-79,34
W3717,FOOD,-103,31
W3718,FOOD,-100,35
W3719,FOOD,-91,37
W3720,FOOD,-80,39
W3721,FOOD,-100,34
W3722,FOOD,-101,38
W3723,FOOD,-83,31
W3724,FOOD,-90,38
W3725,FOOD,-91,32
W3726,FOOD,-96,32
W3727,FOOD,-84,36
W3728,FOOD,-81,32
W3729,FOOD,-82,35
W3730,FOOD,-87,31
W3731,FOOD,-96,40
W3732,FOOD,-91,34
W3733,FOOD,-101,35
W3734,FOOD,-92,31
W3735,FOOD,-91,38
W3736,FOOD,-95,40
W3737,FOOD,-96,32
W3738,FOOD,-99,36
W3739,FOOD,-82,37
W3740,FOOD,-99,34
W3741,FOOD,-79,38
W3742,FOOD,-91,38
W3743,FOOD,-88,34
W3744,FOOD,-96,32
W3745,FOOD,-102,34
W3746,FOOD,-88,33
W3747,FOOD,-80,34
W3748,FOOD,-82,37
W3749,FOOD,-79,34
W3750,FOOD,-92,33
W3751,FOOD,-80,32
W3752,FOOD,-80,40
W3753,FOOD,-98,40
W3754,FOOD,-89,34
W3755,FOOD,-98,33
W3756,FOOD,-97,33
W3757,FOOD,-87,32
W3758,FOOD,-103,34
W3759,FOOD,-96,40
W3760,FOOD,-88,37
W3761,FOOD,-89,36
W3762,FOOD,-101,37
W3763,FOOD,-82,34
W3764,FOOD,-91,40
W3765,FOOD,-96,40
W3766,FOOD,-93,40
W3767,FOOD,-87,34
W3768,FOOD,-88,39
W3769,FOOD,-94,40
W3770,FOOD,-87,36
W3771,FOOD,-102,40
W3772,FOOD,-90,34
W3773,FOOD,-99,40
W3774,FOOD,-79,38
W3775,FOOD,-82,31
W3776,FOOD,-96,38
W3777,FOOD,-86,33
W3778,FOOD,-96,32
W3779,FOOD,-85,31
W3780,FOOD,-87,37
W3781,FOOD,-80,32
W3782,FOOD,-97,36
W3783,FOOD,-85,34
W3784,FOOD,-93,34
W3785,FOOD,-89,35
W3786,FOOD,-94,38
W3787,FOOD,-92,37
W3788,FOOD,-80,37
W3789,FOOD,-84,34
W3790,FOOD,-100,37
W3791,FOOD,-81,39
W3792,FOOD,-102,34
W3793,FOOD,-103,31
W3794,FOOD,-90,38
W3795,FOOD,-80,37
W3796,FOOD,-91,37
W3797,FOOD,-102,35
W3798,FOOD,-90,34
W3799,FOOD,-97,38
W3800,FOOD,-96,33
W3801,FOOD,-84,37
W3802,FOOD,-90,39
W3803,FOOD,-79,31
W3804,FOOD,-86,36
W3805,FOOD,-79,33
W3806,FOOD,-81,40
W3807,FOOD,-82,36
W3808,FOOD,-92,40
W3809,FOOD,-90,31
W3810,FOOD,-99,39
W3811,FOOD,-93,31
W3812,FOOD,-88,33
W3813,FOOD,-101,33
W3814,FOOD,-83,35
W3815,FOOD,-101,34
W3816,FOOD,-89,36
W3817,FOOD,-102,31
W3818,FOOD,-103,36
W3819,FOOD,-83,32
W3820,FOOD,-88,33
W3821,FOOD,-83,34
W3822,FOOD,-94,35
W3823,FOOD,-86,35
W3824,FOOD,-80,40
W3825,FOOD,-99,35
W3826,FOOD,-84,40
W3827,FOOD,-84,34
W3828,FOOD,-92,36
W3829,FOOD,-97,38
W3830,FOOD,-101,35
W3831,FOOD,-82,38
W3832,FOOD,-82,36
W3833,FOOD,-85,38
W3834,FOOD,-93,35
W3835,FOOD,-102,31
W3836,FOOD,-80,36
W3837,FOOD,-98,33
W3838,FOOD,-93,40
W3839,FOOD,-81,39
W3840,FOOD,-81,38
W3841,FOOD,-86,36
W3842,FOOD,-101,34
W3843,FOOD,-81,32
W3844,FOOD,-95,37
W3845,FOOD,-83,39
W3846,FOOD,-85,40
W3847,FOOD,-102,37
W3848,FOOD,-84,35
W3849,FOOD,-86,38
W3850,FOOD,-97,39
W3851,FOOD,-98,32
W3852,FOOD,-87,33
W3853,FOOD,-96,35
W3854,FOOD,-95,35
W3855,FOOD,-90,34
W3856,FOOD,-91,34
W3857,FOOD,-79,32
W3858,FOOD,-88,31
W3859,FOOD,-95,33
W3860,FOOD,-92,31
W3861,FOOD,-94,38
W3862,FOOD,-81,35
W3863,FOOD,-99,33
W3864,FOOD,-101,35
W3865,FOOD,-84,33
W3866,FOOD,-95,35
W3867,FOOD,-85,32
W3868,FOOD,-100,39
W3869,FOOD,-92,35
W3870,FOOD,-82,33
W3871,FOOD,-97,33
W3872,FOOD,-82,35
W3873,FOOD,-95,39
W3874,FOOD,-83,35
W3875,FOOD,-88,40
W3876,FOOD,-103,36
W3877,FOOD,-91,36
W3878,FOOD,-96,38
W3879,FOOD,-83,38
W3880,FOOD,-79,38
W3881,FOOD,-81,33
W3882,FOOD,-85,34
W3883,FOOD,-88,39
W3884,FOOD,-100,36
W3885,FOOD,-86,32
W3886,FOOD,-83,33
W3887,FOOD,-82,36
W3888,FOOD,-103,34
W3889,FOOD,-94,37
W3890,FOOD,-101,39
W3891,FOOD,-94,35
W3892,FOOD,-87,32
W3893,FOOD,-94,31
W3894,FOOD,-86,36
W3895,FOOD,-97,33
W3896,FOOD,-97,33
W3897,FOOD,-100,38
W3898,FOOD,-85,34
W3899,FOOD,-103,35
W3900,FOOD,-85,37
W3901,FOOD,-101,32
W3902,FOOD,-103,32
W3903,FOOD,-89,33
W3904,FOOD,-85,31
W3905,FOOD,-83,35
W3906,FOOD,-100,37
W3907,FOOD,-85,31
W3908,FOOD,-90,35
W3909,FOOD,-88,38
W3910,FOOD,-100,35
W3911,FOOD,-96,36
W3912,FOOD,-88,40
W3913,FOOD,-80,40
W3914,FOOD,-97,35
W3915,FOOD,-84,35
W3916,FOOD,-86,35
W3917,FOOD,-102,39
W3918,FOOD,-92,37
W3919,FOOD,-92,36
W3920,FOOD,-103,36
W3921,FOOD,-87,36
W3922,FOOD,-97,34
W3923,FOOD,-103,38
W3924,FOOD,-100,40
W3925,FOOD,-90,36
W3926,FOOD,-82,38
W3927,FOOD,-100,39
W3928,FOOD,-84,31
W3929,FOOD,-98,35
W3930,FOOD,-83,34
W3931,FOOD,-87,39
W3932,FOOD,-86,31
W3933,FOOD,-89,32
W3934,FOOD,-89,34
W3935,FOOD,-90,36
W3936,FOOD,-87,31
W3937,FOOD,-88,40
W3938,FOOD,-87,39
W3939,FOOD,-79,32
W3940,FOOD,-82,31
W3941,FOOD,-83,31
W3942,FOOD,-86,40
W3943,FOOD,-102,35
W3944,FOOD,-91,37
W3945,FOOD,-83,35
W3946,FOOD,-81,38
W3947,FOOD,-95,33
W3948,FOOD,-91,36
W3949,FOOD,-97,38
W3950,FOOD,-88,32
W3951,FOOD,-91,33
W3952,FOOD,-102,36
W3953,FOOD,-88,39
W3954,FOOD,-100,32
W3955,FOOD,-88,37
W3956,FOOD,-98,34
W3957,FOOD,-79,40
W3958,FOOD,-84,36
W3959,FOOD,-85,31
W3960,FOOD,-79,38
W3961,FOOD,-82,37
W3962,FOOD,-85,36
W3963,FOOD,-83,37
W3964,FOOD,-94,38
W3965,FOOD,-91,38
W3966,FOOD,-102,39
W3967,FOOD,-96,32
W3968,FOOD,-90,31
W3969,FOOD,-89,37
W3970,FOOD,-89,38
W3971,FOOD,-99,32
W3972,FOOD,-79,34
W3973,FOOD,-80,34
W3974,FOOD,-81,39
W3975,FOOD,-97,38
W3976,FOOD,-89,34
W3977,FOOD,-100,36
W3978,FOOD,-93,33
W3979,FOOD,-99,40
W3980,FOOD,-97,40
W3981,FOOD,-103,36
W3982,FOOD,-85,37
W3983,FOOD,-99,32
W3984,FOOD,-93,40
W3985,FOOD,-80,34
W3986,FOOD,-85,40
W3987,FOOD,-86,37
W3988,FOOD,-79,35
W3989,FOOD,-84,34
W3990,FOOD,-101,32
W3991,FOOD,-92,31
W3992,FOOD,-102,37
W3993,FOOD,-87,40
W3994,FOOD,-92,32
W3995,FOOD,-102,38
W3996,FOOD,-96,38
W3997,FOOD,-82,35
W3998,FOOD,-82,33
W3999,FOOD,-89,40
W4000,FOOD,-93,39
W4001,FOOD,-96,35
W4002,FOOD,-85,35
W4003,FOOD,-96,39
W4004,FOOD,-88,33
W4005,FOOD,-96,32
W4006,FOOD,-98,40
W4007,FOOD,-83,36
W4008,FOOD,-87,38
W4009,FOOD,-94,38
W4010,FOOD,-92,38
W4011,FOOD,-83,34
W4012,FOOD,-79,37
